date;temperature;precipitation;snowfraction;sealevelpressure;winddirection;windspeed;relativehumidity;sunshinetime;totalcloudcover;lowclouds;midclouds;highclouds
1492315200;6.44;;;1023;270;4.2;92;;100;100;40;21
1492318800;6.44;;;1023;265;4.52;91;;100;100;87;73
1492322400;7.09;;;1023;265;4.72;87;17;67;5;67;20
1492326000;7.46;;;1023;263;5.45;85;1;93;10;93;30
1492329600;8.84;;;1023;270;6.4;75;;100;66;100;11
1492333200;8.82;;;1023;272;6.9;74;8;82;82;81;9
1492336800;8.93;;;1023;281;6.92;72;35;39;39;14;11
1492340400;9.88;;;1023;281;7.24;66;3;90;90;5;12
1492344000;9.64;;;1021;284;6.82;67;;100;100;100;
1492347600;9.51;;;1021;288;6.83;68;;100;64;100;
1492351200;9.41;;;1021;291;6.65;68;;100;55;100;
1492354800;9.27;0.1;;1020;292;6.28;68;;100;100;100;
1492358400;9.23;0.1;;1020;291;6.2;68;;100;100;100;
1492362000;8.97;;;1020;290;6.58;67;;100;100;100;
1492365600;7.89;;;1021;285;5.8;72;;100;100;100;
1492369200;7.16;;;1021;281;5.71;75;;100;100;100;
1492372800;6.84;;;1022;274;4.61;77;;100;100;100;
1492376400;6.59;;;1023;264;4.02;80;;100;100;86;
1492380000;6.29;;;1023;257;4.1;82;;100;100;45;
1492383600;6.08;;;1023;245;3.85;86;;100;100;39;
1492387200;5.79;;;1023;243;3.71;89;;100;100;;
1492390800;5.69;;;1023;242;3.98;89;;68;68;;
1492394400;5.26;;;1022;232;3.56;90;;99;99;;
1492398000;5.06;;;1021;226;3.32;91;;100;100;;3
1492401600;5.04;;;1021;229;3.69;90;;100;100;;5
1492405200;5.03;;;1021;228;4.18;90;;100;100;;2
1492408800;6.22;;;1020;233;4.86;86;;100;100;;
1492412400;7.04;;;1020;252;6.01;77;;100;100;;
1492416000;7.74;;;1019;254;6.87;71;;100;100;;
1492419600;8.89;;;1018;255;7.45;68;6;85;85;;
1492423200;9.13;0.1;;1018;261;7.91;66;;100;100;10;
1492426800;9.71;0.4;;1018;273;7.61;68;;100;100;4;
1492430400;9.92;0.5;;1018;269;6.7;67;;100;100;2;
1492434000;10.02;0.4;;1017;270;7.6;67;;100;100;74;1
1492437600;9.96;0.3;;1017;271;8;67;;100;100;70;12
1492441200;9.87;0.4;;1017;273;8.21;68;;100;100;100;4
1492444800;9.31;0.6;;1017;279;7.79;71;;100;100;100;
1492448400;8.62;0.5;;1017;285;7.67;77;;100;100;100;
1492452000;7.75;;;1018;291;6.84;82;;100;100;80;
1492455600;7.11;0.5;;1018;303;4.63;85;;100;100;32;
1492459200;5.82;;;1020;20;4.59;83;;100;100;31;
1492462800;5.25;;;1021;27;2.91;83;;100;100;;
1492466400;4.84;;;1021;27;2.46;84;;100;100;;
1492470000;4.1;;;1022;28;2.15;85;;100;100;;
1492473600;3.51;;;1022;45;0.99;86;;100;100;;
1492477200;3.17;;;1022;360;0.2;87;;100;100;;
1492480800;2.95;;;1022;300;0.81;89;;100;100;;
1492484400;2.75;;;1022;294;0.98;90;;100;100;;
1492488000;2.64;0.2;;1022;280;1.12;90;;100;100;;
1492491600;2.69;0.4;;1022;270;2;90;;100;100;;
1492495200;2.63;0.3;1;1023;295;2.1;84;;100;100;71;
1492498800;2.56;;1;1023;315;1.84;80;33;43;43;;
1492502400;2.97;;1;1023;315;1.98;77;;100;100;15;
1492506000;3.7;;;1023;310;2.34;69;;100;100;;
1492509600;4.79;;;1023;338;3.55;52;;100;100;;
1492513200;4.95;0.1;;1023;350;4.06;47;36;37;37;;
1492516800;4.48;0.1;1;1023;352;5.46;53;21;61;61;61;
1492520400;4.77;0.1;1;1023;360;5.9;55;;100;100;100;
1492524000;4.57;0.1;1;1024;7;5.84;56;;100;100;100;
1492527600;4.2;0.1;1;1024;3;5.31;59;;100;100;100;
1492531200;4.58;0.1;1;1024;1;5.5;56;;100;100;100;
1492534800;4.45;0.1;1;1025;5;5.52;55;;100;100;100;
1492538400;3.75;;1;1025;4;4.71;58;5;59;59;;
1492542000;2.81;;;1026;5;3.21;64;;59;59;;
1492545600;1.43;;;1027;360;2.2;72;;48;48;;
1492549200;0.91;;;1028;326;1.8;75;;40;40;;
1492552800;0.92;0.2;1;1028;311;1.98;76;;100;100;100;
1492556400;0.12;;1;1028;317;3.68;90;;78;78;1;
1492560000;0.42;;;1028;320;3.76;88;;53;53;;
1492563600;0.44;;1;1028;5;4.52;87;;100;100;;
1492567200;0.18;;;1028;30;5.2;89;;57;57;;
1492570800;-0.38;;;1028;27;4.38;90;;65;65;;
1492574400;-0.54;;;1029;17;3.76;89;;65;65;;
1492578000;-0.36;0.2;1;1029;40;5.47;89;;100;100;;
1492581600;0.2;0.2;1;1030;36;7.08;89;;100;100;;
1492585200;0.79;0.3;1;1030;42;7.86;82;;100;100;10;
1492588800;1.61;0.1;1;1031;43;8.42;75;;100;100;;
1492592400;2.1;;;1031;42;9.7;57;36;38;38;;
1492596000;2.57;;;1031;43;9.69;50;29;48;48;;
1492599600;3.18;0.1;;1032;45;9.19;45;26;54;54;;
1492603200;3.59;0.2;1;1030;40;8.17;65;;100;100;41;
1492606800;3.87;0.2;1;1030;41;8.93;66;;100;100;60;
1492610400;3.78;;1;1030;41;9.21;65;;100;100;100;
1492614000;4.18;0.1;1;1031;44;9.48;61;;100;100;40;
1492617600;3.89;;;1031;50;9.37;58;;100;100;;
1492621200;3.7;;;1031;54;9.02;57;38;35;35;;
1492624800;2.78;;;1032;50;6.81;63;14;10;10;;
1492628400;1.35;;;1033;45;5.37;71;;;;;
1492632000;0.35;;;1034;47;4.24;74;;10;10;;
1492635600;-0.91;;;1035;66;3.62;81;;;;;
1492639200;-1.68;;;1035;71;3.92;83;;;;;
1492642800;-2.18;;;1035;68;4.09;84;;;;;
1492646400;-2.49;;;1036;73;4.08;83;;;;;
1492650000;-2.15;;;1036;68;3.55;87;;;;;
1492653600;-2.53;;;1036;55;3.3;91;;;;;
1492657200;-3.06;;;1036;61;3.54;91;;1;1;;
1492660800;-2.82;;;1036;72;4.21;89;;;;;
1492664400;-2.38;;;1037;77;4.73;89;28;;;;
1492668000;-0.91;;;1037;78;5.92;80;60;;;;
1492671600;0.84;;;1037;79;6.02;69;54;10;10;;
1492675200;1.88;;;1037;71;6.04;57;60;;;;
1492678800;1.87;;;1037;68;5.7;56;30;47;47;;
1492682400;3.35;;;1037;59;5.69;49;;100;100;;
1492686000;4.09;;;1037;57;5.58;45;;100;100;;
1492689600;6.03;;;1034;60;7.17;42;60;;;;
1492693200;6.58;;;1034;62;6.66;40;60;;;;
1492696800;6.84;;;1034;64;6.35;40;60;;;;
1492700400;6.82;;;1034;66;6.13;40;60;;;;
1492704000;6.61;;;1034;69;5.89;40;60;;;;
1492707600;5.99;;;1034;76;5.55;42;60;;;;
1492711200;4.95;;;1035;94;4.41;47;17;;;;
1492714800;3.04;;;1035;112;3.77;55;;;;;
1492718400;0.94;;;1036;131;3.69;65;;;;;
1492722000;-0.43;;;1037;149;3.28;66;;;;;
1492725600;-1.29;;;1038;151;2.28;62;;;;;
1492729200;-1.99;;;1038;158;1.08;65;;;;;
1492732800;-2.39;;;1037;180;0.4;71;;;;;
1492736400;-2.38;;;1038;270;0.1;75;;;;;
1492740000;-2.21;;;1037;18;0.32;78;;;;;
1492743600;-2.14;;;1037;67;0.76;80;;;;;
1492747200;-2.08;;;1036;72;0.95;78;;;;;
1492750800;-2.03;;;1037;82;0.71;78;30;;;;
1492754400;-0.03;;;1036;68;0.54;64;60;;;;
1492758000;2.5;;;1036;59;1.75;57;60;;;;
1492761600;5.3;;;1035;72;3.26;47;60;;;;
1492765200;6.87;;;1035;75;3.1;42;60;;;;
1492768800;8.41;;;1034;70;2.66;38;60;;;;
1492772400;9.7;;;1034;60;1.97;35;60;;;;
1492776000;11;;;1031;63;1.34;35;60;;;;
1492779600;11.68;;;1031;34;0.72;34;60;;;;
1492783200;12.08;;;1030;326;0.36;35;60;;;;
1492786800;12.3;;;1030;270;0.7;35;60;;;;
1492790400;12.32;;;1030;253;1.04;36;60;;;;
1492794000;12;;;1029;242;1.48;39;60;;;;
1492797600;10.61;;;1030;227;2.33;50;19;;;;
1492801200;7.75;;;1030;213;2.97;48;;;;;
1492804800;5.91;;;1031;196;2.5;54;;;;;
1492808400;4.86;;;1031;187;2.32;62;;;;;
1492812000;4.68;;;1031;185;2.11;56;;;;;
1492815600;4.95;;;1031;186;1.91;38;;;;;
1492819200;5.05;;;1031;183;1.9;31;;;;;
1492822800;5.23;;;1030;189;1.92;31;;;;;
1492826400;5.05;;;1030;196;1.77;36;;;;;
1492830000;4.57;;;1030;198;1.58;40;;;;;
1492833600;4.4;;;1029;210;1.61;39;31;;;;
1492837200;4.2;;;1029;208;1.48;41;60;;;;
1492840800;4.68;;;1029;222;1.35;55;60;;;;
1492844400;7.47;;;1029;246;2.42;57;60;;;;
1492848000;10.08;;;1028;255;3.1;57;60;;;;
1492851600;11.6;;;1027;271;4.3;56;60;;;;
1492855200;11.93;;;1026;275;5.02;57;40;32;32;;
1492858800;13.02;;;1026;278;5.15;55;;100;100;2;
1492862400;13.41;;;1023;285;5.58;55;;100;100;;
1492866000;13.79;;;1023;279;5.77;56;54;10;10;;
1492869600;13.63;;;1022;280;5.89;57;;100;100;28;
1492873200;12.88;;;1022;291;5.89;60;24;57;25;57;
1492876800;12.73;;;1022;298;5.91;63;;100;100;2;11
1492880400;11.96;0.2;;1022;301;5.25;65;;100;100;;6
1492884000;10.89;0.2;;1022;296;3.89;70;;100;100;;
1492887600;9.72;;;1022;281;3.16;78;;100;100;;
1492891200;9.32;;;1023;284;2.47;79;;100;100;;
1492894800;8.57;;;1023;287;2.09;83;;100;100;;
1492898400;7.98;0.2;;1023;313;1.91;87;;100;100;;
1492902000;7.58;0.1;;1024;9;1.92;87;;100;100;;
1492905600;6.77;;;1024;17;2.82;87;;100;100;;7
1492909200;6.24;;;1025;33;3.69;88;;100;100;;
1492912800;5.56;;;1025;53;3.36;85;;100;100;;
1492916400;5.18;0.1;;1025;65;2.64;82;;100;100;;
1492920000;4.93;;;1025;74;2.18;80;;100;100;;
1492923600;5;;;1025;65;2.33;81;;100;100;;
1492927200;5.44;;;1025;63;2.82;77;;100;100;;
1492930800;5.88;;;1026;62;1.92;75;;100;100;;1
1492934400;6.34;;;1026;56;1.44;74;;100;100;;
1492938000;6.93;;;1025;61;1.25;73;;100;100;;
1492941600;7.82;;;1025;68;1.08;68;;100;100;;
1492945200;8.95;;;1025;34;1.08;63;52;13;13;;
1492948800;9.28;;;1024;360;0.8;59;51;14;14;;9
1492952400;10.29;;;1023;6;1;55;58;3;;;10
1492956000;10.92;;;1023;4;1.3;52;58;3;;;9
1492959600;11.17;;;1022;13;1.75;52;54;10;10;;9
1492963200;11.16;;;1022;24;2.42;53;59;2;;;7
1492966800;10.79;;;1022;37;3;54;32;44;44;;5
1492970400;10.02;;;1022;45;3.11;56;;100;100;;
1492974000;8.72;;;1023;57;3.33;60;;100;100;;
1492977600;6.33;;;1024;81;3.75;72;;1;1;;
1492981200;5.09;;;1024;77;3.59;76;;4;4;;
1492984800;3.96;;;1024;70;3.73;78;;55;55;;
1492988400;3.18;;;1024;68;4.31;76;;3;3;;
1492992000;2.67;;;1024;67;4.44;75;;;;;
1492995600;1.84;;;1023;63;3.71;78;;;;;
1492999200;0.78;;;1023;55;2.94;84;;;;;
1493002800;-0.01;;;1022;48;2.41;87;;;;;
1493006400;-0.9;;;1022;35;1.58;90;35;;;;
1493010000;-1.6;;;1022;342;0.63;92;60;;;;
1493013600;1.02;;;1022;329;0.58;82;60;;;;
1493017200;3.89;;;1021;329;0.58;75;60;;;;
1493020800;6.85;;;1020;307;0.5;69;60;;;;
1493024400;9.52;;;1019;270;0.8;62;60;;;;
1493028000;11.65;;;1017;266;1.5;57;60;;;;
1493031600;13.44;;;1017;270;2;53;60;;;;1
1493035200;15.29;;;1014;264;2.92;53;58;3;;;10
1493038800;16.65;;;1013;261;3.24;49;57;4;;;14
1493042400;17.3;;;1012;264;3.72;46;56;6;;;19
1493046000;17.48;;;1012;263;4.03;47;56;7;;;22
1493049600;17.41;;;1012;258;4.2;48;54;10;10;;20
1493053200;16.86;;;1011;254;3.96;52;54;10;10;;19
1493056800;15.06;;;1011;236;3.02;64;21;5;;;18
1493060400;12.76;;;1011;211;2.56;71;;5;;;15
1493064000;11.35;;;1011;196;3.23;63;;6;;;19
1493067600;10.8;;;1011;195;3.42;59;;16;;16;27
1493071200;9.96;;;1011;198;3.26;61;;22;;22;24
1493074800;9.94;;;1011;201;3.64;59;;100;100;;11
1493078400;10.3;;;1010;203;3.36;58;;100;100;100;10
1493082000;10.32;;;1010;203;2.82;57;;100;100;100;
1493085600;10.51;;;1009;187;3.13;55;;100;100;100;12
1493089200;9.99;;;1008;207;2.68;60;;100;100;100;17
1493092800;9.15;;;1008;228;2.41;64;;100;10;100;30
1493096400;8.55;;;1008;245;2.64;74;;100;;100;26
1493100000;9.42;;;1008;260;4.47;78;;100;100;54;12
1493103600;10.16;;;1008;265;4.92;77;;100;100;28;11
1493107200;11.49;;;1008;265;5.32;69;;100;100;10;8
1493110800;13.57;;;1007;270;8.7;59;;100;100;100;100
1493114400;12.73;0.2;;1008;271;10.1;57;;100;100;100;39
1493118000;10.48;0.4;;1009;265;8.53;68;;100;100;100;100
1493121600;12.17;0.4;;1008;309;3.84;77;;100;100;100;100
1493125200;11.28;2.6;;1008;298;4.21;80;;100;100;100;100
1493128800;9.4;2.5;;1009;306;4.44;90;;100;100;100;100
1493132400;9.08;3.1;;1008;307;3.5;92;;100;100;100;98
1493136000;8.54;3.5;;1008;330;2.78;93;;100;100;100;100
1493139600;7.68;1.2;;1008;360;1.6;93;;100;100;100;70
1493143200;7.42;0.7;;1008;32;1.3;92;;100;100;100;100
1493146800;7.11;0.4;;1007;2;2.3;94;;100;100;100;100
1493150400;5.85;0.5;;1008;14;5.55;94;;100;100;100;100
1493154000;4;1.6;;1009;35;6.6;92;;100;100;100;100
1493157600;3.03;1.8;;1009;36;5.94;92;;100;100;100;100
1493161200;2.12;1.8;;1010;39;5.76;92;;100;100;100;100
1493164800;0.4;3.1;1;1011;35;5.46;93;;100;100;100;100
1493168400;0.03;3.2;1;1011;40;5.33;95;;100;100;100;100
1493172000;-0.15;2.6;1;1011;47;3.82;95;;100;100;100;100
1493175600;-0.26;1.8;1;1011;44;4.17;96;;100;100;100;100
1493179200;-0.27;1.6;1;1011;56;4.96;96;;100;100;100;100
1493182800;-0.35;1.5;1;1011;45;4.81;97;;100;100;100;100
1493186400;-0.34;1.1;1;1011;46;4.88;97;;100;100;100;
1493190000;-0.15;0.1;1;1011;43;5.87;96;;100;100;79;
1493193600;0.21;0.1;1;1011;37;6.14;94;;100;100;5;
1493197200;0.59;0.6;1;1012;33;4.63;93;;100;100;100;
1493200800;1.06;0.5;1;1012;27;4.83;92;;100;100;100;
1493204400;1.87;0.1;1;1012;33;5.49;91;;100;100;100;
1493208000;4.81;;;1010;35;1.94;85;;100;100;100;5
1493211600;5.89;;;1010;36;2.36;82;;100;100;100;
1493215200;6.06;;;1010;34;2.52;81;;100;100;100;
1493218800;6.54;;;1010;39;2.84;80;;100;100;100;
1493222400;6.46;;;1010;47;3.4;80;;100;100;100;
1493226000;6.74;;;1010;66;3.18;80;;100;100;100;
1493229600;6.29;;;1010;56;2.88;81;;100;100;100;
1493233200;5.81;;;1010;42;2.83;84;;100;100;86;
1493236800;5.51;;;1011;44;2.76;85;;100;100;100;
1493240400;5;;;1011;38;2.92;87;;100;100;100;13
1493244000;4.51;;;1011;28;3.18;88;;100;100;;15
1493247600;4.33;;;1012;20;2.88;88;;100;100;11;100
1493251200;4.17;;;1012;23;2.51;90;;100;100;100;100
1493254800;4.12;0.1;;1012;22;1.84;93;;100;100;100;100
1493258400;4.03;0.1;;1011;25;2.1;94;;100;100;100;100
1493262000;3.84;0.1;;1011;38;2.92;94;;100;100;100;100
1493265600;3.57;0.1;;1012;46;3.04;93;;100;100;100;100
1493269200;3.54;0.1;;1012;46;3.32;91;;100;100;100;100
1493272800;4.02;0.2;;1012;46;3.32;89;;100;100;100;100
1493276400;4.77;0.1;;1012;55;3.52;85;;100;100;97;97
1493280000;5.76;;;1012;46;3.89;81;;100;100;100;13
1493283600;5.89;0.1;;1012;40;4.05;77;;100;100;100;21
1493287200;5.88;1;;1011;40;4.05;78;;100;100;100;34
1493290800;5.27;;;1012;35;3.3;83;;100;100;100;29
1493294400;5.66;0.2;;1014;312;1.35;77;;100;100;100;8
1493298000;5.7;0.1;;1015;282;1.43;77;;100;100;100;77
1493301600;5.67;0.2;;1015;245;1.43;79;;100;100;100;65
1493305200;5.68;0.3;;1014;249;0.85;80;;100;100;100;48
1493308800;5.22;0.5;;1014;240;1.39;82;;100;100;100;100
1493312400;5.15;0.3;;1013;233;0.5;83;;100;100;100;100
1493316000;4.52;1.5;;1014;220;2.34;89;;100;100;100;100
1493319600;2.73;1;;1014;225;3.11;92;;100;100;100;
1493323200;2.01;0.8;;1015;232;2.28;92;;100;100;100;
1493326800;1.53;1.3;1;1015;225;2.4;92;;100;100;100;
1493330400;0.64;1;1;1014;239;1.17;94;;100;100;100;
1493334000;0.97;1;1;1014;232;1.14;91;;100;100;100;
1493337600;0.33;0.8;1;1014;247;2.28;94;;100;100;100;
1493341200;0.39;1.1;1;1014;270;1.6;94;;100;100;100;
1493344800;0.16;1.4;1;1012;270;1.4;95;;100;100;100;
1493348400;0.25;1.5;1;1012;241;1.03;95;;100;100;100;
1493352000;0.92;1.6;;1012;257;0.92;96;;100;100;100;
1493355600;1.84;0.4;;1011;336;1.21;96;;100;100;100;
1493359200;3.13;0.4;;1012;19;3.61;96;;100;100;100;
1493362800;3.72;0.3;;1011;15;5.8;92;;100;100;100;
1493366400;4.74;0.3;;1011;12;7.16;86;;100;100;100;
1493370000;5.43;0.1;;1012;15;8.78;79;;100;100;100;
1493373600;5.64;;;1012;6;8.05;79;;100;100;100;
1493377200;6.28;;;1012;359;7.8;74;;100;100;100;
1493380800;7.24;;;1014;323;6.36;58;;100;100;100;
1493384400;8.08;;;1014;317;5.17;52;;100;100;100;
1493388000;8.1;;;1015;290;5.09;54;;100;100;100;
1493391600;7.76;;;1015;274;5.71;57;;100;50;100;
1493395200;7.52;;;1015;260;5.89;61;22;59;59;17;
1493398800;6.93;;;1016;249;6.02;71;51;14;14;;
1493402400;4.49;;;1017;231;7.89;88;25;11;11;;
1493406000;2.62;;;1018;219;6.9;88;;14;14;;
1493409600;2.69;;;1019;217;7;89;;30;30;;
1493413200;2.57;;;1020;211;7.08;85;;100;100;;
1493416800;2.41;;;1020;209;7.57;85;;100;100;;
1493420400;2.16;;;1020;212;7.32;87;;100;100;;
1493424000;1.93;;;1021;211;6.5;86;;100;100;;
1493427600;1.97;;;1021;212;5.44;83;;100;100;;
1493431200;0.95;;;1021;210;4.61;83;;43;43;;
1493434800;0.47;;;1021;202;3.99;78;;;;;
1493438400;0.05;;;1021;201;3.96;74;43;;;;
1493442000;1.09;;;1021;190;2.94;72;60;;;;
1493445600;2.54;;;1021;180;2;73;60;;;;
1493449200;5.99;;;1020;188;1.51;62;60;;;;
1493452800;8.42;;;1020;164;1.46;56;60;;;;
1493456400;10.09;;;1020;158;1.62;52;60;;;;
1493460000;11.6;;;1019;145;1.58;48;60;;;;
1493463600;12.6;;;1018;123;1.66;44;60;;;;
1493467200;10.93;;;1017;90;3.5;47;60;;;;
1493470800;11.56;;;1017;90;3.3;47;60;;;;
1493474400;12;;;1016;92;3.3;47;60;;;;
1493478000;11.99;;;1015;90;3.7;44;60;;;;
1493481600;11.65;;;1016;93;3.61;42;60;;;;
1493485200;11.22;;;1015;95;3.21;43;60;;;;
1493488800;10.2;;;1016;99;2.43;54;30;;;;
1493492400;8.75;;;1016;108;2.21;60;;;;;
1493496000;7.02;;;1017;121;2.11;70;;;;;
1493499600;5.68;;;1017;137;2.05;76;;;;;
1493503200;4.6;;;1017;143;2;77;;;;;
1493506800;3.89;;;1016;146;1.44;73;;;;;
1493510400;3.23;;;1017;144;0.86;71;;;;;
1493514000;2.5;;;1017;180;0.2;73;;;;;
1493517600;1.66;;;1017;180;0.1;79;;;;;
1493521200;1.15;;;1016;135;0.28;81;;;;;
1493524800;0.7;;;1017;122;0.94;82;45;;;;
1493528400;1.05;;;1017;117;1.12;78;60;;;;
1493532000;3.26;;;1016;113;0.76;79;58;3;;;10
1493535600;6.97;;;1015;122;0.94;59;57;5;;;15
1493539200;9.83;;;1014;107;1.36;51;45;24;;24;20
1493542800;11.98;;;1013;75;1.55;49;50;15;;15;18
1493546400;13.48;;;1012;61;2.28;47;31;46;;46;27
1493550000;14.91;;;1011;86;2.91;43;38;35;;35;26
1493553600;15.73;;;1010;114;0.98;51;56;6;;6;
1493557200;16.49;;;1009;180;2.7;42;60;;;;
1493560800;16.19;;;1009;180;5.9;39;60;;;;
1493564400;15.3;;;1008;179;7.8;41;58;3;;;10
1493568000;14.42;;;1008;179;8.3;41;57;5;;;16
1493571600;13.16;;;1007;180;8.8;42;50;15;;5;50
1493575200;11.72;;;1008;172;8.37;43;55;7;;;24
1493578800;10.1;;;1008;172;8.17;43;28;8;;;26
1493582400;9.32;;;1008;169;7.33;48;;39;;39;97
1493586000;9.62;;;1008;174;7.34;48;;100;;100;100
1493589600;9.45;;;1008;180;6.6;50;;100;;100;100
1493593200;9.28;;;1008;184;5.61;52;;100;;100;100
1493596800;9;;;1007;191;5.2;52;;100;;100;100
1493600400;8.81;;;1007;209;4.34;53;;43;;43;8
1493604000;6.51;;;1009;258;3.47;65;;11;;;36
1493607600;5.82;;;1010;274;4.31;80;;100;100;3;28
1493611200;5.95;;;1011;274;4.11;89;;100;100;59;16
1493614800;5.31;;;1012;280;4.57;90;;100;100;36;2
1493618400;5.68;;;1013;259;7.12;75;;100;100;83;
1493622000;4.62;0.2;;1015;257;6.87;80;;100;100;100;
1493625600;4.59;0.7;;1016;261;6.79;81;;100;100;100;
1493629200;3.61;1.1;;1016;255;5.7;86;;100;100;100;
1493632800;3.7;0.6;;1017;243;4.47;87;;100;100;100;
1493636400;4.52;0.4;;1017;212;4.72;86;;100;100;100;
1493640000;4.54;0.2;;1017;224;5.94;85;;100;100;100;20
1493643600;4.38;;;1017;208;4.96;85;;100;100;100;7
1493647200;5.78;;;1017;201;4.72;82;;100;100;100;
1493650800;6.04;0.5;;1016;198;4.43;80;;100;100;100;
1493654400;5.79;0.5;;1017;205;4.43;82;;100;100;100;
1493658000;5.32;0.5;;1017;209;4.34;87;;100;100;100;
1493661600;5.49;0.2;;1017;211;4.22;89;;100;100;100;
1493665200;5.1;;;1017;222;4.04;90;;100;100;100;
1493668800;5.19;;;1018;225;3.68;91;;100;100;100;
1493672400;5.38;;;1018;235;3.3;90;;100;100;100;
1493676000;5.52;;;1018;234;3.44;90;;100;100;100;
1493679600;5.46;;;1019;241;4.12;84;;100;100;100;
1493683200;4.33;;;1019;236;4.1;84;;44;6;44;
1493686800;4.12;;;1019;233;3.36;85;;100;100;45;
1493690400;3.8;;;1020;222;2.69;86;;100;100;4;
1493694000;3.58;;;1019;206;2.55;86;;83;83;;
1493697600;2.73;;;1019;191;2.55;83;48;;;;
1493701200;3.42;;;1019;177;1.9;81;60;;;;
1493704800;4.93;;;1019;205;1.43;76;60;;;;
1493708400;6.69;;;1018;180;1;72;58;3;;3;
1493712000;8.26;;;1017;153;1.12;68;44;25;;25;
1493715600;9.67;;;1017;126;1.36;63;52;12;;12;
1493719200;11.2;;;1016;107;1.68;57;43;27;;27;
1493722800;12.63;;;1015;101;2.14;51;43;26;;26;
1493726400;13.96;;;1014;246;0.98;45;32;44;;44;
1493730000;14.02;;;1015;274;1.4;43;;100;;100;
1493733600;14.41;;;1014;288;1.9;43;20;63;7;63;
1493737200;13.7;;;1015;233;1.5;45;;100;100;100;
1493740800;12.47;;;1015;169;4.08;44;;100;20;100;
1493744400;12.48;;;1016;197;2.4;50;;100;2;100;
1493748000;11.89;;;1016;278;2.22;60;;100;10;100;
1493751600;9.48;;;1017;280;3.45;75;;100;;100;
1493755200;8.57;;;1018;249;3.86;76;;100;;100;9
1493758800;6.96;;;1019;246;4.92;81;;100;;100;30
1493762400;6.93;0.7;;1019;230;5.33;79;;100;100;100;100
1493766000;6.2;1.8;;1020;227;5.31;87;;100;100;100;100
1493769600;5.74;1.4;;1020;227;3.96;92;;100;100;100;32
1493773200;5.16;2.8;;1021;209;4.12;92;;100;100;100;100
1493776800;4.29;3;;1021;197;4.18;91;;100;100;100;64
1493780400;4;2.4;;1021;192;3.98;92;;100;100;100;15
1493784000;3.86;2.6;;1021;189;4.46;91;;100;100;100;7
1493787600;3.97;1.5;;1021;195;4.24;92;;100;100;100;
1493791200;4.84;0.4;;1020;207;4.16;90;;100;100;100;
1493794800;5.96;;;1020;219;3.84;88;;100;100;100;
1493798400;7.74;;;1020;225;3.39;84;;100;100;81;
1493802000;9.31;;;1020;255;2.28;76;;100;100;12;
1493805600;9.56;;;1019;266;1.6;74;;100;100;;
1493809200;9.78;;;1019;274;1.6;74;47;20;20;10;
1493812800;12.4;;;1017;246;1.97;59;27;51;51;14;5
1493816400;12.24;;;1017;248;1.62;58;48;19;10;19;12
1493820000;13.04;;;1016;266;1.3;56;49;17;10;17;17
1493823600;12.51;;;1016;270;1;57;41;29;10;29;20
1493827200;12.43;;;1017;297;0.45;57;33;43;10;43;21
1493830800;12.31;;;1017;297;0.22;58;28;50;50;39;21
1493834400;11.88;;;1017;297;0.67;59;30;47;43;47;21
1493838000;11.31;;;1017;294;1.21;61;16;50;1;50;20
1493841600;10.4;;;1017;265;1.2;69;;40;35;40;17
1493845200;8.88;;;1018;228;1.2;78;;40;40;36;17
1493848800;6.92;;;1018;213;1.66;86;;30;;30;15
1493852400;5.85;;;1018;207;1.57;87;;24;;24;11
1493856000;5.4;;;1018;194;1.24;88;;29;;29;6
1493859600;5.31;;;1018;198;0.95;86;;35;;35;
1493863200;5.14;;;1017;188;0.71;89;;51;;51;
1493866800;5.3;;;1017;164;0.73;90;;100;25;100;
1493870400;5.45;;;1017;171;0.61;91;;100;100;100;
1493874000;5.95;0.1;;1017;180;0.6;89;;100;100;100;
1493877600;7.13;;;1017;197;1.04;89;;100;100;100;
1493881200;8.75;;;1016;195;2.38;83;;100;100;100;
1493884800;10.24;;;1016;186;2.92;71;;100;62;100;
1493888400;11.12;;;1016;165;2.28;66;;100;25;100;
1493892000;11.19;;;1015;137;1.91;64;;100;61;100;
1493895600;11.51;;;1015;90;2.2;62;;100;100;100;
1493899200;10.86;;;1015;228;3.89;67;;100;100;80;
1493902800;11.85;0.1;;1015;238;2.61;62;;100;100;100;
1493906400;11.91;0.4;;1014;263;2.32;61;;100;100;98;
1493910000;11.86;0.3;;1015;288;2.85;64;;100;100;100;
1493913600;10.87;;;1015;325;2.94;72;;100;100;92;
1493917200;10.78;;;1015;322;2.28;72;;100;100;100;
1493920800;10.34;0.2;;1016;315;2.26;73;;100;76;100;
1493924400;9.65;;;1016;335;2.1;80;;100;100;100;
1493928000;8.32;1.1;;1017;3;1.7;90;;100;100;100;
1493931600;7.56;3.8;;1018;360;1.3;94;;100;100;100;
1493935200;7.44;1.5;;1018;262;1.51;95;;100;100;100;
1493938800;6.42;0.2;;1019;250;4.05;93;;100;100;50;
1493942400;6.58;0.1;;1019;242;4.07;91;;100;100;;
1493946000;6.57;;;1020;240;3.94;90;;100;100;;
1493949600;6.07;;;1020;235;3.3;91;;94;94;;
1493953200;5.85;;;1020;229;2.91;92;;25;25;;
1493956800;5.54;;;1020;222;2.55;93;;100;100;;
1493960400;6.53;;;1020;219;2.56;89;;100;100;;
