date;temperature;precipitation;snowfraction;sealevelpressure;winddirection;windspeed;relativehumidity;sunshinetime;totalcloudcover;lowclouds;midclouds;highclouds
1483228800;1.72;;;1032;180;0.8;58;;;;;
1483232400;1.71;;;1032;180;1.1;56;;;;;
1483236000;1.9;;;1030;189;1.32;53;;;;;
1483239600;2.01;;;1030;184;1.3;53;;;;;
1483243200;1.9;;;1030;196;1.46;52;;;;;
1483246800;2.05;;;1029;200;1.49;51;;;;;
1483250400;2.13;;;1028;210;1.39;50;;;;;
1483254000;2.14;;;1028;209;1.25;49;43;;;;
1483257600;2.53;;;1028;201;1.39;46;60;;;;
1483261200;3.3;;;1027;207;1.34;42;60;;;;
1483264800;3.71;;;1027;228;1.49;54;60;;;;
1483268400;4.41;;;1026;238;1.89;62;60;;;;
1483272000;4.42;;;1023;250;1.17;61;60;;;;
1483275600;5.41;;;1023;257;1.33;61;60;;;;
1483279200;5.7;;;1022;247;0.76;62;60;;;;
1483282800;5.68;;;1022;204;0.98;58;60;;;;
1483286400;5.24;;;1023;194;1.65;54;41;;;;
1483290000;4.32;;;1022;186;1.81;50;;;;;
1483293600;3.58;;;1022;197;1.68;44;;;;;
1483297200;3.27;;;1023;207;1.79;43;;;;;
1483300800;2.93;;;1023;212;1.89;54;;;;;
1483304400;2.91;;;1023;211;2.11;56;;;;;
1483308000;2.87;;;1023;219;2.2;56;;;;;
1483311600;2.46;;;1024;227;2.19;59;;;;;
1483315200;2.05;;;1023;231;2.06;60;;;;;
1483318800;1.45;;;1024;238;1.89;62;;;;;
1483322400;0.73;;;1023;240;1.97;64;;;;;
1483326000;-0.03;;;1024;234;1.72;68;;;;;
1483329600;-0.53;;;1024;237;1.66;72;;;;;
1483333200;-0.94;;;1024;246;1.75;76;;;;;
1483336800;-1.26;;;1024;251;1.8;81;;;;;
1483340400;-1.43;;;1025;239;1.75;84;41;4;4;;
1483344000;-0.95;;;1026;229;2.13;84;56;6;6;;14
1483347600;0.95;;;1026;240;2.42;80;;100;100;38;56
1483351200;1.9;;;1025;258;3.37;76;41;29;17;29;29
1483354800;2.71;;;1025;250;3.51;76;31;45;2;45;16
1483358400;3.5;;;1024;270;4.5;69;;100;;100;25
1483362000;4.03;;;1024;271;4.9;67;;100;;100;34
1483365600;3.8;;;1023;280;4.98;69;;100;100;100;37
1483369200;2.19;0.8;1;1025;297;5.05;81;;100;100;100;78
1483372800;0.32;1.3;1;1027;301;3.28;94;;100;100;100;30
1483376400;-0.03;1.6;1;1027;338;2.92;95;;100;100;100;
1483380000;-0.57;1.3;1;1028;5;3.31;95;;100;100;100;
1483383600;-1.04;0.6;1;1029;8;3.03;95;;100;100;100;
1483387200;-0.87;;1;1030;65;1.43;93;;100;100;33;
1483390800;-1.32;;;1031;69;0.85;97;;100;100;;
1483394400;-0.75;;1;1031;90;0.3;88;;100;100;;
1483398000;-0.98;;1;1031;18;0.32;87;;100;100;;
1483401600;-2.05;;1;1031;333;0.89;96;;100;100;;
1483405200;-2.44;;1;1032;326;1.08;96;;100;100;;
1483408800;-2.58;;1;1031;324;0.86;96;;100;100;;
1483412400;-2.54;;1;1032;360;0.5;95;;100;100;;
1483416000;-3.08;;1;1033;31;0.58;95;;100;100;;
1483419600;-3.38;;1;1032;68;0.54;94;;100;100;;
1483423200;-3.25;;1;1033;108;0.32;93;;100;100;;
1483426800;-3.38;;1;1033;180;0.2;93;;100;100;;
1483430400;-3.16;;1;1034;236;0.36;93;;100;100;;
1483434000;-1.23;;1;1034;225;0.14;71;;100;100;;
1483437600;-0.52;;;1034;180;0.2;71;60;;;;
1483441200;0.24;;;1033;217;0.5;71;60;;;;
1483444800;-0.56;;;1030;90;0.1;80;60;;;;
1483448400;-0.43;;;1030;194;0.41;83;60;;;;
1483452000;-0.99;;;1029;207;1.57;81;60;;;;
1483455600;-1.14;;;1029;216;2.36;84;60;;;;
1483459200;-2.49;;;1030;227;3.54;88;43;;;;
1483462800;-4.25;;;1030;210;4.17;94;;;;;
1483466400;-4.28;;;1030;211;4.53;92;;;;;
1483470000;-3.93;;;1030;214;4.83;88;;;;;
1483473600;-3.92;;;1030;213;4.91;87;;;;;
1483477200;-3.91;;;1030;218;5.06;84;;1;;;2
1483480800;-4.16;;;1029;230;4.97;80;;3;;3;4
1483484400;-4.29;;;1029;235;5.1;76;;41;;41;13
1483488000;-4.12;;;1029;244;5.68;79;;95;17;95;13
1483491600;-2.82;;;1029;255;5.8;84;;100;100;100;18
1483495200;-2.03;;;1028;256;7.11;83;;100;100;100;20
1483498800;-1.92;;;1027;258;6.96;82;;100;100;100;48
1483502400;-1.62;;;1027;260;7.1;86;;100;100;100;100
1483506000;-1;;;1026;231;6.61;85;;100;100;100;100
1483509600;-0.75;;;1025;237;8.54;84;;100;100;100;41
1483513200;-1.03;;;1025;240;9.5;83;;100;100;100;6
1483516800;-0.68;;;1025;251;10.59;78;;100;100;24;
1483520400;0.27;;;1024;253;11.73;77;;100;100;47;
1483524000;0.59;;;1025;256;12.47;77;;100;100;62;
1483527600;0.93;;1;1024;256;13.8;78;;100;100;100;1
1483531200;0.78;0.2;1;1021;265;12.64;81;;100;100;100;100
1483534800;0.32;0.2;1;1021;266;11.12;94;;100;100;100;100
1483538400;0.76;0.1;1;1020;265;11.95;93;;100;100;20;
1483542000;0.61;;1;1020;270;12.2;93;;100;100;;
1483545600;0.02;;1;1021;273;12.21;95;;100;100;;
1483549200;-0.42;;1;1021;274;12.84;94;;100;100;7;
1483552800;-0.67;;1;1021;277;13.21;94;;100;100;4;
1483556400;-0.53;;1;1021;282;13.08;94;;100;100;4;
1483560000;-0.33;;1;1022;287;11.9;95;;100;100;1;
1483563600;-0.41;;1;1022;287;10.88;97;;100;100;;
1483567200;-0.8;;1;1022;291;10.79;97;;100;100;2;
1483570800;-1.43;;;1022;291;10.2;96;;35;14;35;
1483574400;-1.35;;;1023;291;11.46;95;;100;87;100;
1483578000;-1.02;;1;1023;299;11.68;95;;100;100;93;
1483581600;-1.14;;;1023;316;9.55;94;;100;100;100;
1483585200;-2.59;;;1025;331;6.18;91;;63;;63;
1483588800;-2.59;;;1026;338;6.05;83;;;;;
1483592400;-3.04;;;1027;332;5.55;84;;35;35;;
1483596000;-3.26;;;1028;331;5.51;82;;;;;
1483599600;-3.59;;;1029;341;5.72;84;34;20;20;;
1483603200;-3.33;;;1030;335;4.43;84;60;;;;
1483606800;-2.76;;;1032;323;4.28;82;54;10;10;;
1483610400;-1.98;;;1032;332;4.96;69;26;54;54;;
1483614000;-1.63;;;1032;334;5.01;63;39;33;33;;
1483617600;-0.83;;;1027;7;8.16;68;30;47;47;;
1483621200;-0.99;;;1028;2;9.21;64;;100;100;;
1483624800;-1.83;;;1029;1;7.9;67;60;;;;
1483628400;-2.77;;;1031;5;6.73;74;54;10;10;;
1483632000;-2.84;;;1033;16;6.04;79;;100;100;;
1483635600;-3.28;;;1034;20;4.9;82;;100;100;;
1483639200;-3.53;;;1034;22;4.22;83;;100;100;;
1483642800;-3.37;;;1036;29;4.34;78;;100;100;;
1483646400;-3.83;;;1037;38;3.92;82;;100;100;;
1483650000;-4.02;;;1038;46;3.75;82;;100;100;;
1483653600;-3.95;;;1038;57;3.33;77;;100;100;;
1483657200;-5.34;;;1038;79;2.65;82;;;;;
1483660800;-6.27;;;1039;121;2.11;90;;;;;
1483664400;-6.78;;;1040;140;2.34;90;;;;;
1483668000;-7.08;;;1040;145;1.58;92;;;;;
1483671600;-7;;1;1040;143;1;94;;;;;
1483675200;-7.47;;1;1041;141;1.28;93;;;;;
1483678800;-8.26;;1;1040;150;2.78;91;;;;;
1483682400;-9.68;;;1041;151;3.89;79;;;;;
1483686000;-10.24;;;1042;146;4.1;72;43;;;;
1483689600;-9.47;;;1042;144;4.22;73;60;;;;
1483693200;-7.9;;;1042;141;3.2;79;60;;;;
1483696800;-5.83;;;1042;111;1.93;73;60;;;;
1483700400;-4.79;;;1042;105;1.55;73;60;;;;
1483704000;-5.22;;;1039;77;4.83;79;60;;;;
1483707600;-5.09;;;1039;76;4.44;72;60;;;;
1483711200;-5.04;;;1040;76;4.22;67;60;;;;
1483714800;-5.41;;;1040;75;3.83;74;60;;;;
1483718400;-7;;;1041;81;3.95;82;46;;;;
1483722000;-8.22;;;1041;98;4.24;83;;;;;
1483725600;-9.37;;;1040;109;4.33;83;;;;;
1483729200;-9.46;;;1042;111;4.27;78;;;;;
1483732800;-9.63;;;1042;108;4.21;75;;;;;
1483736400;-9.84;;;1041;108;3.98;74;;;;;
1483740000;-9.92;;;1041;104;3.4;72;;;;;
1483743600;-9.76;;;1041;98;2.93;68;;;;;
1483747200;-9.76;;;1041;93;2.2;65;;;;;
1483750800;-9.79;;;1041;93;2;63;;;;;
1483754400;-9.86;;;1040;86;1.6;64;;5;;5;14
1483758000;-9.68;;;1040;76;1.24;77;;21;;21;17
1483761600;-9.57;;;1039;61;1.03;84;;21;;21;12
1483765200;-8.99;;;1039;74;0.73;86;;68;;68;9
1483768800;-8.31;;;1039;90;0.1;86;;88;;88;21
1483772400;-8.3;;;1038;8;0.71;85;;95;95;84;19
1483776000;-6.88;;;1038;24;0.98;89;7;83;83;68;
1483779600;-4.24;;;1038;45;0.28;86;10;79;77;79;
1483783200;-2.76;;;1037;315;0.28;80;;99;99;77;
1483786800;-2.54;;;1037;240;0.81;79;8;81;81;25;
1483790400;-1.41;;;1035;217;0.5;68;;100;100;100;
1483794000;-1.7;;;1035;221;1.06;66;;100;100;100;
1483797600;-2.15;;;1035;233;2.14;61;;100;100;100;
1483801200;-2.03;;;1035;245;2.64;65;;100;100;100;
1483804800;-2.48;;;1036;232;3.28;79;;100;100;87;
1483808400;-2.06;;;1035;225;3.82;85;;100;100;100;5
1483812000;-1.93;;;1034;224;4.03;83;;100;100;53;21
1483815600;-1.8;;;1035;217;4;88;;100;100;74;23
1483819200;-1.71;;;1035;227;4.53;89;;100;100;100;23
1483822800;-1.68;;;1035;261;5.77;79;;100;100;100;21
1483826400;-2.66;0.1;1;1034;262;6.05;93;;100;100;100;80
1483830000;-2.7;0.1;1;1034;269;5.5;94;;100;100;100;89
1483833600;-2.43;0.1;1;1034;272;5.2;94;;100;100;100;100
1483837200;-2.38;0.3;1;1034;273;5.11;95;;100;100;100;100
1483840800;-2.53;0.6;1;1032;274;5.41;94;;100;100;100;100
1483844400;-2.47;0.4;1;1032;271;5.5;95;;100;100;100;100
1483848000;-2.46;0.4;1;1033;272;6.2;95;;100;100;100;100
1483851600;-2.51;0.6;1;1032;274;6.92;94;;100;100;100;100
1483855200;-2.54;0.6;1;1032;275;6.93;95;;100;100;100;100
1483858800;-2.58;0.6;1;1032;276;7.44;95;;100;100;100;43
1483862400;-2.65;1;1;1033;275;7.73;95;;100;100;100;1
1483866000;-2.56;0.4;1;1033;271;7.7;95;;100;100;100;
1483869600;-1.68;;1;1033;271;7.8;89;;100;100;53;
1483873200;-1.09;0.1;1;1033;271;7.7;88;;100;100;17;
1483876800;-2;;1;1032;256;4.22;87;;100;100;;
1483880400;-1.29;;1;1032;250;4.46;87;;100;100;;
1483884000;-0.84;;1;1032;246;4.61;88;;100;100;;
1483887600;-0.69;;1;1033;238;4.58;90;;100;100;;
1483891200;-1.01;;1;1033;227;3.96;94;;100;100;;
1483894800;-1.73;;1;1033;208;3.98;95;;100;100;;
1483898400;-1.79;;1;1033;211;4.08;94;;100;100;;
1483902000;-1.92;;1;1033;215;3.88;94;;100;100;;
1483905600;-1.95;;1;1034;212;3.19;94;;100;100;;
1483909200;-2.02;;1;1033;207;2.68;94;;100;100;;
1483912800;-2.17;;1;1033;213;2.02;94;;100;100;;1
1483916400;-2.27;;1;1033;208;1.7;94;;100;100;;
1483920000;-2.34;;1;1033;205;1.43;95;;100;100;1;
1483923600;-2.47;;1;1033;194;1.24;95;;100;100;;
1483927200;-2.83;;1;1032;180;1.5;95;;100;100;13;
1483930800;-3.21;;1;1032;166;2.06;94;;100;100;;
1483934400;-4.34;;1;1032;162;1.99;97;;58;58;;
1483938000;-5.24;;1;1032;145;1.94;95;;20;20;;
1483941600;-5.86;;1;1032;129;1.42;93;;48;48;;
1483945200;-5.37;;1;1031;110;1.17;94;;100;100;;
1483948800;-3.99;;1;1032;49;1.06;94;;100;100;;
1483952400;-3.76;;1;1031;18;1.58;94;2;91;91;;
1483956000;-2.42;;1;1031;13;1.75;84;;100;100;;
1483959600;-1.53;;;1030;333;1.12;81;;100;100;;
1483963200;-0.52;;;1028;270;0.8;78;;100;100;;
1483966800;-1.6;;;1028;239;1.75;83;42;28;28;;
1483970400;-1.39;;;1028;233;2;82;60;;;;
1483974000;-1.56;;;1027;231;1.92;87;60;;;;
1483977600;-2.65;;;1027;211;2.11;91;50;;;;
1483981200;-3.46;;;1027;187;3.13;94;;5;;;16
1483984800;-4.4;;;1026;188;4.24;93;;7;;;23
1483988400;-3.9;;;1025;192;4.39;88;;9;;6;29
1483992000;-3.99;;;1025;192;4.49;84;;33;;33;59
1483995600;-3.4;;;1024;199;4.02;82;;100;;100;100
1483999200;-3.39;;;1023;202;3.99;85;;100;;100;100
1484002800;-3.52;;;1022;198;4.43;83;;10;;;34
1484006400;-3.53;;;1021;199;4.24;77;;4;;;13
1484010000;-3.03;;;1019;199;4.02;73;;100;;100;100
1484013600;-2.74;;;1018;203;3.9;76;;68;;68;70
1484017200;-2.26;;;1017;193;4.61;73;;100;100;62;27
1484020800;-1.24;;;1015;182;4.8;73;;100;100;100;50
1484024400;-0.83;;;1014;173;4.13;71;;100;100;100;28
1484028000;-1;;;1013;176;2.61;73;;100;100;100;21
1484031600;-0.76;;;1012;218;1.14;76;;100;100;100;25
1484035200;-1.41;0.5;1;1012;216;1.86;84;;100;100;100;28
1484038800;-1.58;0.7;1;1012;207;1.79;93;;100;100;100;100
1484042400;-1.19;0.6;1;1011;190;2.75;93;;100;100;100;88
1484046000;-0.71;0.5;1;1011;184;4.51;93;;100;100;100;52
1484049600;-0.83;0.4;1;1010;194;2.98;94;;100;100;100;15
1484053200;-0.6;0.4;1;1011;209;3.09;93;;100;100;100;
1484056800;-0.71;0.5;1;1011;213;3.69;94;;100;100;100;
1484060400;-0.5;0.3;1;1012;217;4.28;95;;100;100;100;
1484064000;-0.37;0.4;1;1012;223;5.23;97;;100;100;52;
1484067600;-0.24;0.5;1;1013;239;6.28;97;;100;100;87;
1484071200;-0.26;0.4;1;1013;253;5.76;97;;100;100;77;
1484074800;-0.15;0.1;1;1014;250;5.95;98;;100;100;41;
1484078400;0.05;;1;1015;267;6.71;97;;100;100;;
1484082000;0.02;;1;1016;263;6.85;96;;100;100;;
1484085600;;;1;1016;255;6.11;96;;100;100;;
1484089200;-0.18;;1;1016;248;5.61;95;;100;100;;
1484092800;-0.22;;1;1018;244;5.55;94;;100;100;;
1484096400;-0.49;;1;1018;238;5.52;92;;100;100;;
1484100000;-1.51;;1;1018;227;5.17;93;;100;100;;
1484103600;-2.17;;1;1019;224;4.6;93;;73;73;;
1484107200;-2.59;;1;1019;224;4.6;90;;56;56;;
1484110800;-3.08;;1;1020;218;4.7;89;;77;77;;
1484114400;-3.04;;1;1020;215;4.88;85;;71;71;;
1484118000;-3.45;;;1020;212;5.16;80;37;17;17;;
1484121600;-3;;;1021;212;5.16;77;58;3;3;;
1484125200;-1.63;;;1020;218;5.98;78;17;67;;67;
1484128800;-0.4;;;1020;234;6.66;83;40;31;;31;
1484132400;0.61;;;1020;238;7.99;86;39;33;;33;
1484136000;0.81;;;1016;239;10.58;82;;100;100;100;
1484139600;1.15;;;1016;244;10.56;85;;98;98;2;
1484143200;1.66;;;1015;245;12.57;83;;100;100;;
1484146800;1.72;0.1;;1014;245;15.66;82;;100;100;;
1484150400;1.67;0.8;;1014;244;15.88;89;;100;100;;
1484154000;1.72;0.5;;1014;248;16.01;91;;100;100;;
1484157600;0.95;0.4;1;1015;253;17.34;94;;100;100;;
1484161200;1.1;0.1;;1016;253;17.12;94;;100;100;;
1484164800;1.26;0.1;;1017;251;17.2;94;;100;100;;
1484168400;1.65;;;1018;253;17.3;94;;100;100;;
1484172000;1.68;;;1018;255;16.03;95;;100;100;22;
1484175600;1.52;;;1019;261;13.76;96;;47;10;47;10
1484179200;1.2;;;1020;263;10.08;97;;65;31;65;8
1484182800;0.65;;;1020;258;8.08;98;;100;54;100;
1484186400;0.86;;;1020;257;9.44;98;;100;3;100;
1484190000;0.96;;;1020;257;8.71;99;;100;100;100;30
1484193600;1.22;;;1020;259;10.71;96;;100;2;100;33
1484197200;0.83;;;1021;256;9.29;97;;100;;100;28
1484200800;0.67;;;1021;252;9.23;96;;100;;100;9
1484204400;1.04;;;1020;251;9.93;95;;100;100;100;11
1484208000;1.7;;;1020;253;11.1;92;;100;100;100;10
1484211600;2.89;;;1019;254;11.96;88;9;80;50;80;10
1484215200;3.68;;;1019;258;12.28;85;27;52;52;38;10
1484218800;4.68;;;1018;259;12.94;80;;100;100;40;10
1484222400;6.97;;;1015;261;6.48;72;;100;100;4;6
1484226000;7.54;;;1015;259;6.22;68;;100;100;39;20
1484229600;7.86;;;1012;250;5.95;67;;100;100;97;24
1484233200;7.42;;;1011;234;4.22;69;;100;100;100;32
1484236800;5.87;0.2;;1010;194;2.98;75;;100;100;100;36
1484240400;4.98;;;1010;214;1.8;79;;100;100;100;100
1484244000;4.22;0.3;;1007;170;2.84;84;;100;100;100;100
1484247600;4.67;0.5;;1005;178;4.9;80;;100;100;100;100
1484251200;4.58;0.8;;1004;207;5.28;81;;100;100;100;100
1484254800;3.17;0.1;;1002;184;5.32;83;;100;100;100;100
1484258400;4.5;;;999;209;5.73;83;;100;100;100;100
1484262000;7.68;;;997;232;10.48;74;;100;100;100;
1484265600;7.44;0.3;;997;245;12.75;75;;100;100;14;
1484269200;5.81;;;1000;261;13.45;78;;30;30;5;
1484272800;2.9;;;1002;259;13.02;72;;34;;34;
1484276400;1.93;;;1003;259;11.61;74;;46;46;17;
1484280000;1.45;;;1003;265;12.75;73;;;;;
1484283600;0.7;;;1004;267;13.31;78;;80;80;5;
1484287200;-0.4;;;1006;270;11.5;79;;1;;1;
1484290800;-0.92;;;1006;269;10.2;79;29;34;;34;
1484294400;-0.68;;;1007;271;10;80;29;49;49;;
1484298000;-0.38;;;1008;276;10.16;76;54;10;10;;
1484301600;-0.26;;;1008;279;9.82;73;;100;38;100;
1484305200;0.39;;;1007;279;9.52;69;;100;10;100;
1484308800;-0.03;;;1006;272;8.11;70;54;10;10;7;
1484312400;0.35;0.1;1;1007;276;8.14;69;20;62;62;62;
1484316000;-0.56;;;1007;273;9.21;83;16;69;69;51;
1484319600;-0.26;;;1008;287;9.33;75;50;16;1;16;
1484323200;-1.17;;;1008;282;7.77;78;54;2;;2;
1484326800;-1.86;;;1009;266;6.51;82;;;;;
1484330400;-2.19;;;1009;259;7.24;84;;;;;
1484334000;-1.95;0.1;;1009;244;7.02;79;;100;75;100;
1484337600;-1.7;0.6;1;1008;253;9.43;88;;100;100;73;
1484341200;-1.41;0.2;1;1007;239;11.8;91;;100;100;55;
1484344800;-1.01;;1;1006;270;14.2;92;;100;100;8;
1484348400;-0.65;;1;1007;279;12.74;93;;100;100;15;
1484352000;-0.62;;1;1008;289;12.46;95;;100;100;42;
1484355600;-1;;1;1010;294;12.67;95;;94;94;37;
1484359200;-1.12;;1;1011;288;13.28;95;;100;100;2;
1484362800;-1.8;;;1012;284;13.49;92;;100;100;100;25
1484366400;-2.13;;;1013;277;13.09;90;;100;20;100;13
1484370000;-2.49;;;1013;276;15.17;88;;100;15;100;
1484373600;-2.79;;;1014;270;16.8;86;;100;31;100;
1484377200;-2.85;0.4;1;1015;264;15.99;86;;100;100;100;
1484380800;-3.1;0.9;1;1017;262;15.13;93;;100;100;100;
1484384400;-2.84;;1;1017;270;15.1;92;;100;100;100;
1484388000;-1.65;;;1018;276;15.07;84;;100;100;100;
1484391600;-0.93;;1;1018;279;14.39;79;;100;100;100;
1484395200;0.3;;;1016;300;9.67;80;;100;100;100;
1484398800;0.41;;;1016;294;9.89;80;;100;100;100;
1484402400;0.28;;;1016;287;9.74;79;;100;100;100;
1484406000;-0.05;;;1017;285;9.44;81;;100;100;100;
1484409600;-0.71;;;1017;285;9.53;84;;100;100;100;
1484413200;-1.3;;;1018;277;8.26;89;;86;32;86;
1484416800;-1.86;;;1018;269;7.8;90;;100;6;100;
1484420400;-1.97;;;1018;254;8.23;84;;100;70;100;
1484424000;-1.47;;1;1018;249;8.54;79;;100;100;100;
1484427600;-1.5;0.4;1;1018;272;8.21;86;;100;100;100;
1484431200;-2.51;0.5;1;1018;235;8.82;90;;100;100;100;
1484434800;-2.7;0.6;1;1018;231;11.31;93;;100;100;100;
1484438400;-1.59;;1;1019;271;5.7;91;;100;100;100;
1484442000;-1.54;;;1020;331;5.37;81;;100;100;36;
1484445600;-2.23;;;1020;281;5.81;87;;100;100;92;
1484449200;-2.62;;;1021;279;6.89;91;;100;100;59;
1484452800;-2.81;;;1021;281;7.53;91;;100;100;100;
1484456400;-2.78;;1;1021;280;7.83;91;;100;100;;
1484460000;-2.77;;;1021;273;7.21;89;;100;100;100;
1484463600;-2.76;;;1022;260;6.71;88;;100;100;100;
1484467200;-2.4;0.3;1;1023;257;6.57;88;;100;100;97;
1484470800;-2.3;0.3;1;1023;251;5.28;89;;100;100;11;
1484474400;-3.04;;1;1024;222;5.66;82;;100;100;35;
1484478000;-1.34;0.3;1;1023;233;5.92;80;;100;100;24;
1484481600;-0.66;;;1023;279;6.79;77;;100;100;30;
1484485200;-0.18;;1;1024;280;5.79;72;28;50;50;50;
1484488800;-0.41;0.1;1;1023;294;5.15;74;26;53;53;32;
1484492400;-0.52;0.1;1;1024;293;4.79;73;5;86;86;;
1484496000;-0.96;;1;1023;288;4.84;76;;100;100;;
1484499600;-1.49;;;1025;274;4.31;86;;82;82;;
1484503200;-2.24;;;1025;249;3.86;90;;59;59;;
1484506800;-3.56;;;1025;230;4.33;91;;45;45;;
1484510400;-4.41;;;1025;224;4.31;90;;33;33;;
1484514000;-4.24;;;1026;215;3.8;89;;37;37;;
1484517600;-4.22;;;1025;217;3.36;85;;34;34;;
1484521200;-3.92;;;1025;211;2.56;84;;30;30;;
1484524800;-3.64;;;1026;197;1.68;84;;14;14;;
1484528400;-3.23;;;1025;194;0.82;88;;78;78;;
1484532000;-2.63;;;1024;270;0.1;92;;83;83;;
1484535600;-2.86;;;1025;360;0.5;91;;63;63;;
1484539200;-3.08;;;1025;360;0.6;92;;64;64;;
1484542800;-2.47;;;1024;307;0.5;91;;79;79;;
1484546400;-2.78;0.4;;1025;278;1.41;87;;100;100;;
1484550000;-3.97;0.5;1;1025;336;2.42;94;;100;100;;
1484553600;-3.79;;1;1026;311;2.27;90;;100;100;;
1484557200;-2.6;;;1026;313;1.91;81;;100;100;;
1484560800;-0.83;;;1026;360;1.2;71;;100;100;35;
1484564400;-1.92;;;1026;43;1.77;74;38;35;35;22;
1484568000;-1.53;;;1025;22;3.45;65;9;80;80;;
1484571600;-1.46;0.3;1;1025;23;4.44;73;;100;100;10;
1484575200;-1.53;;1;1025;41;6.45;78;;100;100;59;
1484578800;-1.22;;;1025;44;8.56;64;;100;100;;
1484582400;-2.26;;;1026;38;7.76;67;59;;;;
1484586000;-3.4;;;1027;37;6.42;79;;4;;4;
1484589600;-3.93;;;1027;39;6.04;82;;9;;9;
1484593200;-4.08;;;1028;40;6.39;85;;24;24;;
1484596800;-4.04;;;1028;42;7.43;82;;3;3;;
1484600400;-3.84;;;1029;43;8.14;82;;40;40;;
1484604000;-3.73;;1;1029;42;8.92;85;;100;100;;
1484607600;-3.88;;1;1029;39;10.09;81;;100;100;;
1484611200;-4.07;;;1030;45;10.68;82;;61;61;;
1484614800;-4.53;;;1030;49;9.64;84;;14;14;;
1484618400;-4.69;;;1030;49;9.5;83;;3;3;;
1484622000;-4.89;;;1031;49;9.57;84;;14;14;;
1484625600;-5.18;;;1031;52;9.62;85;;50;50;;
1484629200;-5.26;;;1031;53;9.58;85;;34;34;;
1484632800;-5.44;;;1032;53;9.86;85;;33;33;;
1484636400;-5.58;;;1032;54;9.96;86;18;59;59;2;
1484640000;-5.16;;;1033;56;10.51;84;22;59;59;2;
1484643600;-4.32;;;1033;58;11.1;79;50;15;15;;
1484647200;-3.76;;;1033;59;11.44;75;52;13;13;;
1484650800;-3;;;1033;59;11.35;69;54;10;10;;
1484654400;-1.95;;;1031;61;12.58;62;54;10;10;;
1484658000;-1.62;;;1031;61;13.56;60;54;10;10;;
1484661600;-1.84;;;1030;60;13.79;62;54;10;10;;
1484665200;-2.18;;;1030;59;13.94;66;54;10;10;;
1484668800;-2.9;;;1031;58;13.65;70;;;;;
1484672400;-3.48;;;1032;58;13.15;75;;;;;
1484676000;-3.73;;;1031;59;14.08;78;;7;7;;
1484679600;-3.84;;;1031;61;14.37;80;;4;4;;
1484683200;-3.93;;;1033;62;14.36;79;;;;;
1484686800;-3.98;;;1033;63;14.31;79;;;;;
1484690400;-4.07;;;1032;64;14.67;77;;;;;
1484694000;-4.18;;;1033;64;14.76;76;;;;;
1484697600;-4.49;;;1033;64;14.49;79;;;;;
1484701200;-4.63;;;1033;63;14.58;79;;;;;
1484704800;-4.82;;;1032;63;14.62;79;;;;;
1484708400;-4.96;;;1033;64;14.4;79;;;;;
1484712000;-5.13;;;1033;64;14.58;78;;;;;
1484715600;-5.39;;;1032;64;14.54;78;;;;;
1484719200;-5.59;;;1033;65;14.45;78;;;;;
1484722800;-5.82;;;1032;65;14.58;79;50;;;;
1484726400;-5.45;;;1033;64;15.3;77;60;;;;
1484730000;-4.64;;;1034;66;15.93;73;60;;;;
1484733600;-3.74;;;1033;65;16.38;70;60;;;;
1484737200;-2.91;;;1033;66;16.97;65;60;;;;
1484740800;-2.56;;;1031;71;12.9;68;60;;;;
1484744400;-2.32;;;1032;71;13;68;60;;;;
1484748000;-2.56;;;1031;70;12.97;70;59;1;1;;
1484751600;-2.98;;;1031;68;12.61;71;59;1;1;;
1484755200;-3.72;;;1032;67;11.65;72;2;1;1;;
1484758800;-4.32;;;1032;66;11.15;75;;1;1;;
1484762400;-4.68;;;1032;66;11.06;76;;32;32;;
1484766000;-4.95;;;1032;66;10.74;78;;40;40;;
1484769600;-5.17;;;1033;67;10.53;80;;62;62;;
1484773200;-5.32;;;1033;67;10.22;80;;100;100;;
1484776800;-5.48;;;1033;69;10.1;81;;100;100;;
1484780400;-5.64;;;1034;68;9.79;82;;100;100;;
1484784000;-5.77;;;1034;67;9.32;83;;100;100;;
1484787600;-5.94;;;1034;68;8.62;84;;58;58;;
1484791200;-6.13;;;1034;67;8.06;86;;82;82;;
1484794800;-6.31;;1;1033;66;8.01;87;;90;90;;
1484798400;-6.19;;;1034;65;7.7;87;;100;100;;
1484802000;-6.3;;1;1035;65;7.52;87;;100;100;;
1484805600;-6.52;;1;1034;66;7.88;87;;100;100;;
1484809200;-6.6;;1;1035;65;7.74;86;;100;100;;
1484812800;-6.33;;1;1036;65;7.96;85;;100;100;;
1484816400;-5.74;;;1035;70;8.01;82;;100;100;;
1484820000;-4.79;;;1035;69;7.82;78;;100;100;;
1484823600;-3.55;;;1035;70;7.34;70;24;56;56;;
1484827200;-1.86;;;1033;67;5.02;62;60;;;;
1484830800;-1.15;;;1033;62;4.52;61;60;;;;
1484834400;-0.73;;;1032;68;4.53;63;60;;;;
1484838000;-0.87;;;1032;71;4.65;69;60;;;;
1484841600;-1.97;;;1033;72;4.11;81;3;;;;
1484845200;-2.68;;;1033;70;4.14;87;;21;21;;
1484848800;-3.36;;;1033;60;4.03;90;;43;43;;
1484852400;-3.62;;;1033;57;4.41;91;;;;;
1484856000;-4.17;;;1034;63;5.05;91;;;;;
